	mean	scale
Serpin_score_core	-0.2665057332951899	3.10952597410783
THBS1_log	22.37385288194665	11.389339017466005
footprint_index	1.3743943310067617	12.192463821709174
THBS1_cleave_idx	19.65370510193415	11.72815126939031
Proteo_DeltaFM	-0.022784598701920587	1.1672619370762682
