n_samples	n_positive	n_negative	cv_auc_mean	cv_auc_sd	cv_accuracy_mean	cv_accuracy_sd	cv_pr_auc_mean	cv_pr_auc_sd	cv_brier_mean	cv_brier_sd	auc_overall	ap_overall	brier_overall
73	17	56	0.6898989898989899	0.12451722914129275	0.7533333333333333	0.033319725113401734	0.5472446997446997	0.17974434077466958	0.17294213550835974	0.010376673181381342	0.6701680672268907	0.3884961655425586	0.1727850714457015
