n_samples	n_positive	n_negative	cv_auc_mean	cv_auc_sd	cv_accuracy_mean	cv_accuracy_sd	cv_pr_auc_mean	cv_pr_auc_sd	coef_serpin	coef_deltafm	intercept
73	17	56	0.655050505050505	0.12210947299686407	0.7533333333333333	0.033319725113401734	0.4028445165945166	0.19491443843128034	0.014638308875480528	0.5397953337165582	-1.3545205799531317
