	mean	scale
Serpin_score_core	-0.23207224917032462	2.903076678667854
Proteo_DeltaFM	-0.019840747896185864	1.1750265379078328
THBS1_log	19.48307189011992	13.010704668588664
footprint_index	1.1968177183280126	11.38691340869474
THBS1_cleave_idx	17.11437683212673	12.776410554092106
dataset_indicator	0.8707964601769912	0.3354250812330721
