n_samples	n_positive	n_negative	cv_auc_mean	cv_auc_sd	cv_accuracy_mean	cv_accuracy_sd	cv_pr_auc_mean	cv_pr_auc_sd	cv_brier_mean	cv_brier_sd	auc_overall	ap_overall	brier_overall
565	29	536	0.7918795430944964	0.1307135873196145	0.9486725663716815	0.008670760151444851	0.4425090974219491	0.25829901419100826	0.04376319321901675	0.006279951364674214	0.7500643335048894	0.20887738949648865	0.043763193219016755
