feature	spearman_rho	spearman_p	n
Serpin_score_core	0.017213065534412583	0.6830725076287036	565
Proteo_DeltaFM	0.0339327294796054	0.4208096710737793	565
THBS1_log	-0.1673823573257388	6.38632953708846e-05	565
footprint_index	-0.05666074507377682	0.17865480509345824	565
THBS1_cleave_idx	-0.142206524793481	0.000699008178155451	565
dataset_indicator	-0.31691329616501995	1.2000907080518234e-14	565
