feature	coefficient
Serpin_score_core	0.049557416040403195
THBS1_log	-0.8317179412322416
footprint_index	-0.561650782255204
THBS1_cleave_idx	0.6209112800439686
Proteo_DeltaFM	-0.22968315796675065
intercept	-3.8666351874843525
