recall	precision
1.0	0.024390243902439025
1.0	0.024439918533604887
1.0	0.024489795918367346
1.0	0.024539877300613498
1.0	0.02459016393442623
1.0	0.024640657084188913
1.0	0.024691358024691357
1.0	0.024742268041237112
1.0	0.024793388429752067
1.0	0.024844720496894408
1.0	0.024896265560165973
1.0	0.02494802494802495
1.0	0.025
1.0	0.025052192066805846
1.0	0.02510460251046025
1.0	0.025157232704402517
1.0	0.025210084033613446
1.0	0.02526315789473684
1.0	0.02531645569620253
1.0	0.02536997885835095
1.0	0.025423728813559324
1.0	0.025477707006369428
1.0	0.02553191489361702
1.0	0.0255863539445629
1.0	0.02564102564102564
1.0	0.02569593147751606
1.0	0.02575107296137339
1.0	0.025806451612903226
1.0	0.02586206896551724
1.0	0.02591792656587473
1.0	0.025974025974025976
1.0	0.026030368763557483
1.0	0.02608695652173913
1.0	0.026143790849673203
1.0	0.026200873362445413
1.0	0.0262582056892779
1.0	0.02631578947368421
1.0	0.026373626373626374
1.0	0.02643171806167401
1.0	0.026490066225165563
1.0	0.02654867256637168
1.0	0.026607538802660754
1.0	0.02666666666666667
1.0	0.026726057906458798
1.0	0.026785714285714284
1.0	0.026845637583892617
1.0	0.026905829596412557
1.0	0.02696629213483146
1.0	0.02702702702702703
1.0	0.02708803611738149
1.0	0.027149321266968326
1.0	0.027210884353741496
1.0	0.02727272727272727
1.0	0.02733485193621868
1.0	0.0273972602739726
1.0	0.02745995423340961
1.0	0.027522935779816515
1.0	0.027586206896551724
1.0	0.027649769585253458
1.0	0.02771362586605081
1.0	0.027777777777777776
1.0	0.027842227378190254
1.0	0.027906976744186046
1.0	0.027972027972027972
1.0	0.028037383177570093
1.0	0.02810304449648712
1.0	0.028169014084507043
1.0	0.02823529411764706
1.0	0.02830188679245283
1.0	0.028368794326241134
1.0	0.02843601895734597
1.0	0.028503562945368172
1.0	0.02857142857142857
1.0	0.028639618138424822
1.0	0.028708133971291867
1.0	0.02877697841726619
1.0	0.028846153846153848
1.0	0.02891566265060241
1.0	0.028985507246376812
1.0	0.029055690072639227
1.0	0.02912621359223301
1.0	0.029197080291970802
1.0	0.02926829268292683
1.0	0.029339853300733496
1.0	0.029411764705882353
1.0	0.029484029484029485
1.0	0.029556650246305417
1.0	0.02962962962962963
1.0	0.0297029702970297
1.0	0.02977667493796526
1.0	0.029850746268656716
1.0	0.029925187032418952
1.0	0.03
1.0	0.03007518796992481
1.0	0.03015075376884422
1.0	0.030226700251889168
1.0	0.030303030303030304
1.0	0.030379746835443037
1.0	0.030456852791878174
1.0	0.030534351145038167
1.0	0.030612244897959183
1.0	0.030690537084398978
1.0	0.03076923076923077
1.0	0.030848329048843187
1.0	0.030927835051546393
1.0	0.031007751937984496
1.0	0.031088082901554404
1.0	0.03116883116883117
1.0	0.03125
1.0	0.031331592689295036
1.0	0.031413612565445025
1.0	0.031496062992125984
1.0	0.031578947368421054
1.0	0.0316622691292876
1.0	0.031746031746031744
1.0	0.03183023872679045
1.0	0.031914893617021274
1.0	0.032
1.0	0.03208556149732621
1.0	0.032171581769437
1.0	0.03225806451612903
1.0	0.03234501347708895
1.0	0.032432432432432434
1.0	0.032520325203252036
1.0	0.03260869565217391
1.0	0.0326975476839237
1.0	0.03278688524590164
1.0	0.03287671232876712
1.0	0.03296703296703297
1.0	0.03305785123966942
1.0	0.03314917127071823
1.0	0.0332409972299169
1.0	0.03333333333333333
1.0	0.033426183844011144
1.0	0.0335195530726257
1.0	0.03361344537815126
0.9166666666666666	0.03089887640449438
0.9166666666666666	0.030985915492957747
0.9166666666666666	0.031073446327683617
0.9166666666666666	0.031161473087818695
0.9166666666666666	0.03125
0.9166666666666666	0.03133903133903134
0.9166666666666666	0.03142857142857143
0.9166666666666666	0.03151862464183381
0.9166666666666666	0.031609195402298854
0.9166666666666666	0.03170028818443804
0.9166666666666666	0.031791907514450865
0.9166666666666666	0.03188405797101449
0.9166666666666666	0.03197674418604651
0.9166666666666666	0.03206997084548105
0.9166666666666666	0.03216374269005848
0.9166666666666666	0.03225806451612903
0.9166666666666666	0.03235294117647059
0.9166666666666666	0.032448377581120944
0.9166666666666666	0.03254437869822485
0.9166666666666666	0.032640949554896145
0.9166666666666666	0.03273809523809524
0.9166666666666666	0.03283582089552239
0.9166666666666666	0.03293413173652695
0.9166666666666666	0.03303303303303303
0.9166666666666666	0.03313253012048193
0.9166666666666666	0.03323262839879154
0.9166666666666666	0.03333333333333333
0.9166666666666666	0.03343465045592705
0.9166666666666666	0.03353658536585366
0.9166666666666666	0.03363914373088685
0.9166666666666666	0.03374233128834356
0.9166666666666666	0.033846153846153845
0.9166666666666666	0.033950617283950615
0.9166666666666666	0.034055727554179564
0.9166666666666666	0.034161490683229816
0.9166666666666666	0.03426791277258567
0.9166666666666666	0.034375
0.9166666666666666	0.034482758620689655
0.9166666666666666	0.03459119496855346
0.9166666666666666	0.03470031545741325
0.9166666666666666	0.03481012658227848
0.9166666666666666	0.03492063492063492
0.9166666666666666	0.03503184713375796
0.9166666666666666	0.03514376996805112
0.9166666666666666	0.035256410256410256
0.9166666666666666	0.03536977491961415
0.9166666666666666	0.035483870967741936
0.9166666666666666	0.03559870550161812
0.9166666666666666	0.03571428571428571
0.9166666666666666	0.035830618892508145
0.9166666666666666	0.03594771241830065
0.9166666666666666	0.036065573770491806
0.9166666666666666	0.03618421052631579
0.9166666666666666	0.036303630363036306
0.9166666666666666	0.03642384105960265
0.9166666666666666	0.036544850498338874
0.9166666666666666	0.03666666666666667
0.9166666666666666	0.03678929765886288
0.9166666666666666	0.03691275167785235
0.9166666666666666	0.037037037037037035
0.9166666666666666	0.037162162162162164
0.9166666666666666	0.03728813559322034
0.9166666666666666	0.03741496598639456
0.9166666666666666	0.03754266211604096
0.9166666666666666	0.03767123287671233
0.9166666666666666	0.037800687285223365
0.8333333333333334	0.034482758620689655
0.75	0.031141868512110725
0.75	0.03125
0.75	0.0313588850174216
0.75	0.03146853146853147
0.75	0.031578947368421054
0.75	0.03169014084507042
0.75	0.03180212014134275
0.75	0.031914893617021274
0.75	0.03202846975088968
0.75	0.03214285714285714
0.75	0.03225806451612903
0.75	0.03237410071942446
0.75	0.032490974729241874
0.6666666666666666	0.028985507246376812
0.6666666666666666	0.02909090909090909
0.6666666666666666	0.029197080291970802
0.6666666666666666	0.029304029304029304
0.6666666666666666	0.029411764705882353
0.5833333333333334	0.025830258302583026
0.5833333333333334	0.025925925925925925
0.5833333333333334	0.026022304832713755
0.5833333333333334	0.026119402985074626
0.5833333333333334	0.026217228464419477
0.5833333333333334	0.02631578947368421
0.5833333333333334	0.026415094339622643
0.5833333333333334	0.026515151515151516
0.5833333333333334	0.026615969581749048
0.5833333333333334	0.026717557251908396
0.5833333333333334	0.02681992337164751
0.5833333333333334	0.026923076923076925
0.5833333333333334	0.02702702702702703
0.5833333333333334	0.027131782945736434
0.5833333333333334	0.027237354085603113
0.5833333333333334	0.02734375
0.5833333333333334	0.027450980392156862
0.5833333333333334	0.027559055118110236
0.5833333333333334	0.02766798418972332
0.5833333333333334	0.027777777777777776
0.5833333333333334	0.027888446215139442
0.5833333333333334	0.028
