n_samples	n_positive	n_negative	cv_auc_mean	cv_auc_sd	cv_accuracy_mean	cv_accuracy_sd	cv_pr_auc_mean	cv_pr_auc_sd	cv_brier_mean	cv_brier_sd	auc_overall	ap_overall	brier_overall
492	12	480	0.6239583333333334	0.08471510671394777	0.9756338899196043	0.004847475063021725	0.04732002888381888	0.012469069467542202	0.023850268622704805	0.004631310856076413	0.6032986111111112	0.031474160792464095	0.02387331407624244
