n_samples	n_positive	n_negative	cv_auc_mean	cv_auc_sd	cv_accuracy_mean	cv_accuracy_sd	cv_pr_auc_mean	cv_pr_auc_sd	cv_brier_mean	cv_brier_sd	auc_overall	ap_overall	brier_overall
72	17	55	0.6954545454545455	0.20194190401874104	0.7361904761904763	0.026186146828319073	0.5433590021090021	0.21600910732549988	0.17918816708519691	0.024399238915625555	0.6566844919786096	0.3975114541345885	0.17890296370250733
