intercept	Serpin_z	DeltaFM_z_neg	THBS1_z_neg	IL6_STAT3_z	CoOption_z
-4.907128961825951	-0.09528193754400616	0.2331473123139898	0.47272871852703563	0.5874642144593395	1.585660978807419
