n_samples	n_positive	n_negative	cv_auc_mean	cv_auc_sd	cv_accuracy_mean	cv_accuracy_sd	cv_pr_auc_mean	cv_pr_auc_sd	cv_brier_mean	cv_brier_sd	coef_serpin	coef_deltafm	intercept
73	17	56	0.6914141414141414	0.11182507073210544	0.7533333333333333	0.033319725113401734	0.550510878010878	0.17907686713954715	0.17198460323405648	0.01104581049545233	5.7842652574262e-17	0.5357727635657671	-1.2817299842284673
